Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"stay on the third floor and go to the purple room .", "F ( purple_room ) & G ( third_floor )", 0, 100, 37
"always avoid landmark three and go to landmark two .", "F ( landmark_2 & ~landmark_3 )", 0, 100, 55
"go to the first floor without going through the blue room . if you reached the first floor then you can go to the blue room or be done .", "~ ( blue_room ) U ( first_floor )", 0, 100, 48
"go through the blue room then make your way to landmark two .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 47
"go to landmark two then head to the third floor .", "F ( landmark_2 & F ( third_floor ) )", 0, 100, 30
"go to the second floor by first going through the red room .", "F ( red_room & F ( second_floor ) )", 0, 100, 42
"got to landmark one through the green room .", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 49
"avoid landmark two until after the blue room", "~ ( landmark_2 ) U ( blue_room )", 0, 100, 54
"go to the purple room by first going through the blue room .", "F ( blue_room & F ( purple_room ) )", 0, 100, 52
"avoid the red room", "F ( first_floor & ~red_room )", 0, 100, 49
"navigate to the third floor always avoiding the green room .", "F ( third_floor & ~green_room )", 0, 100, 43
"do n t leave the purple room and go to landmark one .", "F ( landmark_1 ) & G ( purple_room )", 0, 100, 40
"proceed to the green room by going through the purple room .", "F ( purple_room & F ( green_room ) )", 0, 100, 40
"go to the third floor then navigate to the purple room .", "F ( third_floor & F ( purple_room ) )", 0, 100, 43
"proceed to landmark two but never move outside of the yellow room .", "F ( landmark_2 ) & G ( yellow_room )", 0, 100, 46
"go through the second floor to the first floor .", "F ( second_floor & F ( first_floor ) )", 2, 100, 43
"go through landmark one and then to the onest floor .", "F ( landmark_1 & F ( third_floor ) )", 2, 100, 30
"move to the third floor travelling through landmark three .", "F ( landmark_3 & F ( third_floor ) )", 0, 100, 31
"move to the purple room but ensure to go to the twond floor first .", "F ( second_floor & F ( purple_room ) )", 2, 100, 57
"go to the first floor then go to the purple room .", "F ( first_floor & F ( purple_room ) )", 0, 100, 42
"stay in the red room to get to landmark two .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 35
"go to the red room without going to landmark three .", "F ( red_room & ~landmark_3 )", 0, 100, 64
"navigate to the red room after going to the first floor .", "F ( first_floor & F ( red_room ) )", 0, 100, 46
"go to the purple room without touching landmark one .", "F ( purple_room & ~landmark_2 )", 1, 100, 46
"go through the red room to landmark two .", "F ( red_room & F ( landmark_2 ) )", 0, 100, 60
"stay on the first floor and move to landmark two .", "F ( landmark_2 ) & G ( first_floor )", 0, 100, 41
"go through the green room then to the first floor .", "F ( green_room & F ( first_floor ) )", 0, 100, 30
"navigate to the third floor before going to the blue room .", "F ( third_floor & F ( blue_room ) )", 0, 100, 49
"go to the purple room while always avoiding the orange room", "F ( purple_room & ~orange_room )", 0, 100, 42
"go to the first floor by first going through the red room .", "F ( red_room & F ( first_floor ) )", 0, 100, 48
"go to the green room through the first floor", "F ( first_floor & F ( green_room ) )", 0, 100, 43
"avoid the blue room until reaching landmark three .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 48
"go to landmark two .", "F ( landmark_2 ) & G ( third_floor )", 0, 100, 22
"stay in the purple room to navigate to landmark one .", "F ( landmark_1 ) & G ( purple_room )", 0, 100, 33
"avoid the red room until reaching landmark three .", "~ ( red_room ) U ( landmark_3 )", 0, 100, 57
"go to landmark three without leaving orange room .", "F ( landmark_3 ) & G ( orange_room )", 0, 100, 27
"navigate to the green room before you go to landmark one .", "F ( green_room & F ( landmark_1 ) )", 0, 100, 45
"go to landmark two through the yellow room", "F ( yellow_room & F ( landmark_2 ) )", 0, 100, 61
"move to the first floor by going through the yellow room", "F ( yellow_room & F ( first_floor ) )", 0, 100, 44
"move to the yellow room avoiding landmark three . if you got to the yellow room then you can continue to landmark three .", "~ ( landmark_3 ) U ( yellow_room )", 3, 100, 53
"pass through the yellow room on your way to the first floor .", "F ( yellow_room & F ( first_floor ) )", 0, 100, 44
"move to landmark two but avoid landmark one .", "F ( landmark_2 & ~landmark_1 )", 0, 100, 48
"go to the third floor and then go to the first floor .", "F ( third_floor & F ( first_floor ) )", 1, 100, 36
"go to landmark one by only stepping in the yellow room .", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 41
"go to or through the yellow room always avoid going to the yellow room through landmark three", "~ ( landmark_3 ) U ( yellow_room )", 0, 100, 48
"move to landmark three and then proceed to the red room .", "F ( landmark_3 & F ( red_room ) )", 0, 100, 54
"go to the purple room by avoiding landmark one . if you reached the purple room then you can proceed to landmark one .", "~ ( landmark_1 ) U ( purple_room )", 0, 100, 50
"remain on the first floor and move to the purple room .", "F ( purple_room ) & G ( first_floor )", 0, 100, 35
"avoid landmark one until you have passed through landmark three", "~ ( landmark_1 ) U ( landmark_3 )", 0, 100, 50
"avoid the orange room and go to the third floor .", "F ( third_floor & ~orange_room )", 0, 100, 44
"go to the second floor through the first floor .", "F ( first_floor & F ( second_floor ) )", 1, 100, 44
"stay in the orange room and go to landmark three .", "F ( landmark_3 ) & G ( orange_room )", 0, 100, 26
"do not go into the purple room until going to landmark one", "~ ( purple_room ) U ( landmark_1 )", 0, 100, 49
"avoid landmark two until going to the blue room .", "~ ( landmark_2 ) U ( blue_room )", 0, 100, 56
"avoid the yellow room until going to the blue room .", "~ ( yellow_room ) U ( blue_room )", 0, 100, 48
"avoid landmark three and proceed to landmark one", "F ( landmark_1 & ~landmark_3 )", 1, 100, 30
"avoid the red room on your way to landmark three .", "~ ( red_room ) U ( landmark_3 )", 0, 100, 56
"stay on the third floor while going to the orange room .", "F ( orange_room ) & G ( third_floor )", 0, 100, 32
"go up to the first floor without going to landmark two .", "F ( first_floor & ~landmark_2 )", 0, 100, 46
"travel through the blue room then go to the green room .", "F ( blue_room & F ( green_room ) )", 0, 100, 54
"avoid the green room and go to the first floor . if you reached the first floor then you may go to the green room or just stay on the first floor .", "~ ( green_room ) U ( first_floor )", 0, 100, 41
"go to the orange room and avoid the green room .", "F ( orange_room & ~green_room )", 0, 100, 33
"do directly to landmark one without leaving the yellow room .", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 38
"go to landmark two but do not first pass through landmark one .", "~ ( landmark_1 ) U ( landmark_2 )", 0, 100, 58
"pass through landmark two before going to the third floor .", "F ( landmark_2 & F ( third_floor ) )", 0, 100, 33
"navigate to the green room always avoiding the blue room .", "F ( green_room & ~blue_room )", 0, 100, 28
"always avoid landmark three and go to the purple room .", "F ( purple_room & ~landmark_3 )", 0, 100, 62
"avoid the yellow room on your way to landmark three .", "~ ( yellow_room ) U ( landmark_3 )", 0, 100, 52
"go to landmark one before going to the first floor .", "F ( landmark_1 & F ( first_floor ) )", 0, 100, 33
"always avoid the red room go to the first floor .", "F ( first_floor & ~red_room )", 0, 100, 42
"avoid going through landmark three until you go through the orange room .", "~ ( landmark_3 ) U ( orange_room )", 0, 100, 30
"go to landmark one and remain within the green room .", "F ( landmark_1 ) & G ( green_room )", 0, 100, 34
"always avoid the yellow room to navigate to landmark two .", "F ( landmark_2 & ~yellow_room )", 0, 100, 54
"avoid the red room and travel to the orange room .", "F ( orange_room & ~red_room )", 1, 100, 46
"go to the first floor while always avoiding the green room .", "F ( first_floor & ~green_room )", 0, 100, 52
"always go to landmark three before navigating to the blue room .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 49
"stay in the red room to get to landmark one .", "F ( landmark_1 ) & G ( red_room )", 0, 100, 33
"go to landmark two and then go to the red room .", "F ( landmark_2 & F ( red_room ) )", 0, 100, 50
"move to the blue room but ensure to go to the twond floor first .", "F ( first_floor & F ( blue_room ) )", 3, 100, 61
"go through the third floor and navigate to the yellow room .", "F ( third_floor & F ( yellow_room ) )", 0, 100, 40
"go to the red room before you go to landmark three .", "F ( red_room & F ( landmark_3 ) )", 0, 100, 47
"navigate to the second floor before going to landmark three .", "F ( second_floor & F ( landmark_3 ) )", 3, 100, 46
"go to landmark three through the orange room .", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 57
"avoid landmark one until you pass through purple room .", "~ ( landmark_1 ) U ( purple_room )", 0, 100, 40
"always go to landmark one before navigating to the green room .", "F ( landmark_1 & F ( green_room ) )", 0, 100, 36
"avoid the blue room until reaching landmark one .", "~ ( blue_room ) U ( landmark_1 )", 3, 100, 67
"go through landmark two and then to the onest floor .", "F ( landmark_2 & F ( third_floor ) )", 2, 100, 31
"stay on the first floor and navigate to landmark two .", "F ( landmark_2 ) & G ( first_floor )", 0, 100, 43
"avoid landmark two until reaching the yellow room .", "~ ( landmark_2 ) U ( yellow_room )", 0, 100, 49
"go to the twond floor while always avoiding the green room", "F ( first_floor & ~green_room )", 2, 100, 49
"go through the yellow room first then go to the orange room .", "F ( yellow_room & F ( orange_room ) )", 0, 100, 60
"avoid the orange room and go to landmark one", "F ( landmark_1 & ~orange_room )", 0, 100, 42
"always avoid landmark one and go to the first floor .", "F ( first_floor & ~landmark_1 )", 0, 100, 48
"navigate to the green room staying on the third floor .", "F ( green_room ) & G ( third_floor )", 0, 100, 34
"without leaving the red room go to landmark three .", "F ( landmark_3 ) & G ( red_room )", 0, 100, 35
"go to the orange room without touching landmark one .", "F ( orange_room & ~landmark_3 )", 3, 100, 33
"move to the blue room and then move to landmark two .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 40
"proceed to the orange room by going through the purple room .", "F ( purple_room & F ( orange_room ) )", 0, 100, 41
"go to the onest floor through the threerd floor", "F ( third_floor & F ( second_floor ) )", 3, 100, 46
"go to the green room before going to the orange room .", "F ( green_room & F ( orange_room ) )", 0, 100, 47
"go to the yellow room without ever leaving the second floor .", "F ( yellow_room ) & G ( second_floor )", 0, 100, 38
"go from twond floor to yellow room .", "F ( second_floor & F ( yellow_room ) )", 2, 100, 49
"go to landmark three .", "F ( landmark_3 )", 0, 100, 14
"go to the second floor but never go to the purple room .", "F ( second_floor & ~purple_room )", 0, 100, 50
"move to the third floor travelling through the yellow room .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 46
"avoid the green room and go to the orange room .", "F ( orange_room & ~green_room )", 0, 100, 35
"go to blue room and then to orange room", "F ( blue_room & F ( orange_room ) )", 0, 100, 50
"go to the green room through the purple room", "F ( purple_room & F ( green_room ) )", 0, 100, 49
"go to the orange room while always avoiding the red room", "F ( orange_room & ~red_room )", 0, 100, 34
"navigate to the first floor before going to the orange room .", "F ( first_floor & F ( orange_room ) )", 0, 100, 50
"go to the second floor and then go to the blue room .", "F ( second_floor & F ( blue_room ) )", 0, 100, 45
"go to the red room by avoiding landmark two . if you reached the red room then you can proceed to landmark two .", "~ ( landmark_2 ) U ( red_room )", 0, 100, 50
"move to the orange room and then the green room .", "F ( orange_room & F ( green_room ) )", 0, 100, 48
"stay in the yellow room to get to landmark one .", "F ( landmark_1 ) & G ( yellow_room )", 0, 100, 36
"move to the yellow room without changing floors .", "F ( yellow_room ) & G ( second_floor )", 2, 100, 49
"always avoid going to landmark one through the blue room", "~ ( blue_room ) U ( landmark_1 )", 1, 100, 66
"go to the third floor without going to the purple room .", "F ( third_floor & ~purple_room )", 0, 100, 41
